,token,surprisal,entropy,KL,PE,predictions
0,<s>,,,,,De
1,Het,4.4931793212890625,7.5221967697143555,4.964737415313721,0.5973227580777157,is
2,was,4.294039726257324,7.516034126281738,3.69861102104187,0.5713172205062393,een
3,heerlijk,6.362123966217041,5.361073970794678,3.334831476211548,1.1867256450621173,om
4,buiten,7.191793918609619,3.892791748046875,1.076791524887085,1.8474643351311941,Ċ
5,op,4.481215476989746,2.802687644958496,2.6274240016937256,1.5988993582822557,de
6,het,1.4197380542755127,3.371108293533325,4.025679588317871,0.42114875306703875,strand
7,land,5.574644088745117,5.8711838722229,5.463207244873047,0.9494923357994731,Ċ
8,.,2.1802632808685303,3.0896658897399902,3.9386961460113525,0.7056631230284934,Ċ
9,</s>,4.889362335205078,0.6679381132125854,13.662398338317871,7.320082861702091,<unk>
10,<s>,,,,,de
11,Het,5.451426029205322,8.125761985778809,3.1745920181274414,0.6708818248363736,was
12,was,1.2390751838684082,5.059062957763672,6.953840732574463,0.2449218747054561,heerlijk
13,zomer,8.040657043457031,3.335780620574951,7.111411094665527,2.4104274105624945,weer
14,.,2.547394275665283,3.8184051513671875,6.025411605834961,0.667135669129606,Ċ
15,</s>,0.0087813725695014,0.06176992505788803,6.616468906402588,0.14216259063406483,Ċ
16,<s>,,,,,de
17,Het,5.40972900390625,8.127974510192871,4.2321271896362305,0.6655691399034519,was
18,koren,10.704144477844238,2.869776725769043,6.369018077850342,3.729957240828811,op
19,was,4.588156700134277,4.063741683959961,2.93464994430542,1.1290473305043578,op
20,rijp,5.403309345245361,5.737326622009277,3.5870401859283447,0.941781721911635,voor
21,.,1.4362375736236572,2.265902042388916,6.728354454040527,0.6338480423052391,
22,</s>,0.0005616931011900306,0.005621116608381271,10.319136619567871,0.0999255379887561,Het
23,<s>,,,,,de
24,Het,5.393825531005859,8.107969284057617,3.3419735431671143,0.6652498723214859,was
25,hooi,8.388818740844727,4.927082538604736,3.099997043609619,1.702593507439048,was
26,stond,3.770158290863037,4.68613338470459,2.64479398727417,0.8045349932139639,op
27,op,1.812556505203247,4.609668254852295,3.8617281913757324,0.3932075813254648,de
28,de,1.0467207431793213,2.992717742919922,4.684038162231445,0.34975591856452903,grond
29,groene,7.348421096801758,4.642653465270996,1.4784027338027954,1.582806287777247,velden
30,weiden,2.742766857147217,4.860064506530762,4.705413818359375,0.5643478298408582,.
31,aan,5.0224456787109375,2.752131938934326,6.38201379776001,1.8249291059264101,de
32,oppers,23.304624557495117,2.112931251525879,5.636059761047363,11.029523341408009,.
33,.,1.6792305707931519,5.03757381439209,5.737081527709961,0.33334113457467884,Ċ
34,</s>,0.0001675030798651278,0.0018915440887212753,11.630951881408691,0.08855362180765425,Het
35,<s>,,,,,de
36,En,5.858037948608398,8.087454795837402,2.351595878601074,0.7243364070020545,dat
37,de,2.915959358215332,4.922341346740723,4.511569499969482,0.5923927563751962,zon
38,ooievaar,8.217721052467823,0.7464233636856079,13.444604873657227,11.009463867651805,was
39,liep,5.718133926391602,5.27915620803833,2.7543325424194336,1.0831530079910991,op
40,op,2.6205971240997314,5.135704517364502,1.914341926574707,0.5102702297686993,de
41,zijn,2.5960779190063477,3.9109225273132324,4.324893474578857,0.6638019293084358,tenen
42,lange,6.413710117340088,5.607909202575684,2.2204604148864746,1.1436900787185185,benen
43,rode,5.901906490325928,4.041541576385498,1.7919740676879883,1.4603107202485404,benen
44,poten,3.4665091037750244,5.486148834228516,4.925727844238281,0.6318656690732123,.
45,en,2.506688117980957,3.710026264190674,4.0405144691467285,0.6756523915142094,de
46,praatte,7.041057109832764,6.28454065322876,2.661926507949829,1.1203773669942503,met
47,Egyptisch,14.73266325891018,0.8616770505905151,4.360662460327148,17.097662342073228,.
48,",",2.502814769744873,3.392439365386963,2.6949386596679688,0.7377625655689166,maar
49,want,4.642752170562744,6.4902663230896,1.3826355934143066,0.7153407794755374,hij
50,deze,5.526203155517578,4.219796180725098,5.489080429077148,1.309590065216846,keer
