,token,surprisal,entropy,KL,PE,predictions
0,<s>,,,,,De
1,Het,4.4931793212890625,7.5221967697143555,4.964737415313721,0.5973227580777157,is
2,werd,6.8439130783081055,7.516034126281738,3.389378547668457,0.9105750404161432,een
3,alles,7.881772041320801,6.144097328186035,2.137450695037842,1.2828201801366632,wat
4,volbracht,10.746410369873047,4.913577556610107,1.1294220685958862,2.187084714968258,Ċ
5,.,2.311476230621338,2.5309090614318848,2.428779125213623,0.9132988086555742,Ċ
6,</s>,4.086743354797363,1.26816725730896,12.27475643157959,3.2225586422010277,<unk>
7,<s>,,,,,de
8,En,5.925890922546387,8.156944274902344,2.7378406524658203,0.7264841738320362,dat
9,de,3.466367721557617,5.669437408447266,4.28940486907959,0.6114129977681471,rest
10,koningszoon,13.88158917427063,5.720303535461426,3.4887330532073975,2.426722478661419,van
11,voerde,9.902000427246094,5.187986850738525,3.063497543334961,1.9086402321618288,de
12,de,1.830014944076538,4.811927795410156,3.288499593734741,0.38030806402001555,koning
13,schone,9.768635749816895,7.553544998168945,3.0787858963012695,1.2932518111939373,kunsten
14,jonkvrouw,3.9347280263900757,3.577510356903076,1.5804414749145508,1.0998509113461323,Ċ
15,op,2.871168613433838,5.057303428649902,1.095874547958374,0.5677271798975931,Ċ
16,het,3.0150632858276367,4.139033317565918,4.943542957305908,0.7284462468644091,strand
17,gouden,6.647725582122803,5.840851783752441,1.6837472915649414,1.1381431729897429,paard
18,paard,1.348308801651001,4.869140148162842,5.010341644287109,0.27690901486163355,Ċ
19,met,4.612370014190674,4.258455276489258,3.3553895950317383,1.083108713071466,de
20,zich,5.5964460372924805,5.17217493057251,6.407218933105469,1.082029535430467,mee
21,mede,9.186020851135254,1.5640461444854736,2.581343173980713,5.873241581473411,op
22,.,3.777249574661255,4.3093180656433105,5.215640068054199,0.8765306986216561,Ċ
23,</s>,0.004931190516799688,0.0372222401201725,7.709178447723389,0.13247968152586395,<unk>
24,<s>,,,,,de
25,De,4.258049964904785,8.092122077941895,2.593569755554199,0.5261969510459676,koning
26,vos,7.61330509185791,7.63715934753418,5.31377649307251,0.9968765538872812,was
27,bleef,5.226095199584961,5.832292079925537,2.750363349914551,0.8960619818017901,in
28,bij,3.6850171089172363,5.644497394561768,2.1763768196105957,0.6528512374667039,de
29,hen,4.404205322265625,4.186588287353516,4.513859748840332,1.0519795642598695,staan
30,en,4.78137731552124,4.459057331085205,4.735185146331787,1.0722843328766065,de
31,zei,4.192562103271484,5.980851173400879,4.9700822830200195,0.700997564011859,:
32,:,0.7622363567352295,3.2718429565429688,3.4355063438415527,0.2329685033356885,'
33,nu,7.981159687042236,2.069338321685791,4.496179103851318,3.856865551371207,is
34,zal,4.025374889373779,4.96075439453125,2.209920883178711,0.8114441008833988,ik
35,ik,0.9314470291137695,2.5328288078308105,2.1774861812591553,0.3677496979795837,het
36,je,2.804234504699707,4.990944862365723,1.1126279830932617,0.5618644529305602,niet
37,ook,4.745041847229004,5.967959403991699,0.3245917558670044,0.7950861468754729,nog
38,aan,5.394756317138672,5.413572311401367,3.3926970958709717,0.996524292430145,de
39,de,1.5535043478012085,3.9873273372650146,5.3593902587890625,0.38961043736800083,beurt
40,gouden,5.677120685577393,6.255586624145508,1.9523084163665771,0.9075281067429657,paard
41,vogel,5.373465538024902,6.040176868438721,4.5771636962890625,0.8896205616266745,zien
42,helpen,4.2007060050964355,5.978415012359619,2.1992604732513428,0.7026454330139352,.
43,.,0.7960126996040344,2.76155948638916,4.637639045715332,0.2882475295308051,
44,</s>,0.0007903121877461672,0.007525354623794556,10.126169204711914,0.10501992626995474,De
45,<s>,,,,,de
46,Als,8.33920955657959,8.066737174987793,3.1089913845062256,1.0337772727288848,je
47,je,1.6213492155075073,3.884063243865967,2.7165884971618652,0.4174363581921782,het
48,dicht,9.419739723205566,5.451512336730957,3.993032932281494,1.7279131260031577,bij
49,bij,0.5251346230506897,2.566100597381592,5.482707977294922,0.204643038385373,de
