,token,surprisal,entropy,KL,PE,predictions
0,<s>,,,,,De
1,Wacht,8.626728057861328,7.5221967697143555,11.232841491699219,1.1468362663143836,lijsten
2,eens,6.196967601776123,3.4990735054016113,2.505711078643799,1.7710309864053162,even
3,.,3.8479504585266113,3.6201844215393066,6.220982074737549,1.062915589502056,Ċ
4,</s>,1.07698392868042,2.2707672119140625,10.614764213562012,0.4742819620742254,<unk>
5,<s>,,,,,.
6,Zet,9.845283508300781,8.13429069519043,1.671166181564331,1.2103432096571138,de
7,je,2.884348154067993,6.151899814605713,2.4699578285217285,0.4688548645119405,niet
8,poten,7.90803861618042,7.01865291595459,2.3588805198669434,1.126717435792288,op
9,niet,3.244361400604248,4.085947036743164,0.6524544954299927,0.7940292351880975,op
10,zo,4.1305036544799805,3.890155792236328,2.1294476985931396,1.0617836084414203,ver
11,binnenwaarts,18.44974422454834,3.534512996673584,0.3373424708843231,5.219882977347047,Ċ
12,.,2.5646426677703857,2.70220947265625,2.8846373558044434,0.9490909915467667,Ċ
13,</s>,0.009337913244962692,0.06566236913204193,6.958719253540039,0.14221103149940986,<unk>
14,<s>,,,,,de
15,Een,5.783901691436768,8.103878021240234,2.474468469619751,0.7137202307681807,paar
16,welopgevoed,23.607195615768433,3.7555184364318848,10.304495811462402,6.286001790527119,","
17,eendje,10.734147667884827,4.195137023925781,0.49655187129974365,2.558712053185782,Ċ
18,zet,7.294443130493164,5.106828689575195,4.389336585998535,1.4283704376815394,je
19,zijn,4.7135491371154785,4.695503234863281,5.49669075012207,1.0038432307144864,kop
20,poten,1.9710882902145386,4.297815322875977,5.193653106689453,0.45862563701214176,op
21,buitenwaarts,12.186347007751465,3.8658370971679688,0.824084460735321,3.1523177778698765,.
22,",",2.411360740661621,3.122150421142578,3.060220718383789,0.7723397067394218,maar
23,evenals,8.318251609802246,6.004054069519043,1.8063528537750244,1.3854391571907652,een
24,vader,8.465660095214844,4.159759044647217,3.882826805114746,2.0351323248178197,en
25,en,1.6742212772369385,5.129666328430176,7.5476837158203125,0.3263801522445804,zoon
26,moeder,1.4157450199127197,2.9425859451293945,5.8201904296875,0.4811227424830458,.
27,doen,7.779513359069824,3.64017391204834,1.483320713043213,2.137126837078029,.
28,.,1.4839422702789307,4.090754508972168,5.787041664123535,0.36275515116446866,Ċ
29,</s>,0.00023552568745799363,0.0027343223337084055,11.041976928710938,0.08613676762043031,Ċ
30,<s>,,,,,de
31,Ziet,10.960103034973145,8.054039001464844,4.860032081604004,1.3608207053603483,u
32,eens,7.93459939956665,2.550201892852783,3.47682523727417,3.1113612697897466,wat
33,.,2.332212448120117,3.5842251777648926,5.758760452270508,0.6506880378465716,
34,</s>,0.0001593955239513889,0.001966746523976326,11.94767951965332,0.08104528062372086,Ċ
35,<s>,,,,,de
36,Zo,7.940192222595215,8.078144073486328,2.8125534057617188,0.982922828605658,'
37,.,5.743459701538086,5.705869674682617,7.010675430297852,1.0065879574891552,Ċ
38,</s>,0.00015200339839793742,0.0019233583007007837,11.65501880645752,0.07903020375483566,Ċ
39,<s>,,,,,de
40,Buigt,11.1913161277771,5.694313049316406,7.608271598815918,1.9653496446108807,u
41,je,2.720147132873535,5.263649940490723,1.794177532196045,0.5167796421925315,poten
42,hals,8.204866409301758,5.567965030670166,2.6158649921417236,1.4735844000647775,.
43,nu,7.412829875946045,4.782540321350098,2.0157291889190674,1.5499774968658129,eenmaal
44,en,2.539433240890503,4.3837385177612305,5.501585960388184,0.5792848343033444,dan
