,token,surprisal,entropy,KL,PE,predictions
0,<s>,,,,,De
1,Hij,6.429265022277832,7.5221967697143555,6.774654388427734,0.8547057753345602,is
2,hoopte,7.10593843460083,5.451933860778809,5.657278060913086,1.3033794275680644,dat
3,dat,1.3438971042633057,4.1369524002075195,2.401848793029785,0.3248519620858806,hij
4,zijn,3.5983965396881104,4.764448642730713,4.2475996017456055,0.7552598022393022,vader
5,gelukszon,26.374521732330322,2.651054859161377,6.821598052978516,9.94868953435144,iek
6,nog,7.3399529457092285,5.524360656738281,3.733309745788574,1.3286520199864933,zou
7,klaarder,21.184167861938477,1.6247384548187256,0.6562808156013489,13.038509551558576,zou
8,zou,0.40685418248176575,1.3901188373565674,6.583003520965576,0.2926758285323538,zijn
9,gaan,5.203369140625,1.1050355434417725,5.832707405090332,4.7087798863179104,Ċ
10,schijnen,9.734347343444824,2.9510979652404785,0.44089996814727783,3.2985510674673906,Ċ
11,.,2.7214646339416504,1.6522340774536133,2.4905171394348145,1.647142297256035,Ċ
12,</s>,4.886505603790283,0.593326210975647,13.557476043701172,8.235782464009246,<unk>
13,<s>,,,,,de
14,Tegen,8.875990867614746,8.029022216796875,4.476027965545654,1.1054883929759212,vallers
15,zonsondergang,8.784131050109863,5.462942600250244,5.9449310302734375,1.607948626388182,Ċ
16,kwam,4.078731060028076,5.432303428649902,4.593867778778076,0.7508290200648399,hij
17,hij,1.269425392150879,3.98213529586792,2.8793838024139404,0.3187800759728339,op
18,bij,2.8666985034942627,4.495343208312988,2.566941738128662,0.6377040351875773,de
19,een,2.1707534790039062,4.054755210876465,4.829615116119385,0.5353599332411196,van
20,andere,4.679013729095459,7.145657539367676,1.109462022781372,0.6548052020849446,man
21,kolenbrander,14.777184955775738,0.28048479557037354,15.202885627746582,52.68444204159418,in
22,",",2.4586293697357178,4.01124906539917,2.2577908039093018,0.6129336098682402,die
23,die,1.8881760835647583,5.542140007019043,1.3074313402175903,0.34069440345668095,hem
24,bij,4.100707054138184,5.268624305725098,1.8928786516189575,0.7783259568692706,de
25,het,1.7477036714553833,3.626342296600342,5.157576560974121,0.481946691324158,vuur
26,vuur,3.019505262374878,6.645852565765381,4.5511369705200195,0.45434430458616887,stond
27,zijn,5.4199113845825195,5.444969177246094,5.4426655769348145,0.9953979918255024,eigen
28,avondmaal,6.034552097320557,7.006879806518555,8.615744590759277,0.8612324264084801,tijd
29,klaar,3.1343917846679688,3.9620397090911865,5.449984073638916,0.7911055958060895,maakte
30,maakte,4.240109443664551,2.5066001415252686,5.758551597595215,1.6915779160071538,.
31,.,0.487173467874527,1.6257712841033936,8.044855117797852,0.29965682912353886,Ċ
32,</s>,0.010685106739401817,0.07715950161218643,8.081762313842773,0.1384807640814807,<unk>
33,<s>,,,,,de
34,Wil,8.657108306884766,8.01064395904541,4.708257675170898,1.0807006716494227,je
35,je,1.9750144481658936,4.680438995361328,2.7335996627807617,0.4219720522205894,het
36,met,4.509806156158447,5.051321983337402,1.580085277557373,0.8927972065599398,een
37,mij,3.066770076751709,5.036746501922607,4.672545433044434,0.6088791793633198,meegaan
38,eten,4.427114486694336,4.643213272094727,3.2841122150421143,0.9534592161210591,?
39,?,0.5609108209609985,2.2524194717407227,6.539198398590088,0.2490259154648106,
40,</s>,0.001307925209403038,0.012058421969413757,9.486135482788086,0.10846570245431751,Ċ
41,<s>,,,,,de
42,zei,7.181880950927734,8.040563583374023,3.438896656036377,0.8932061635303972,hij
43,de,3.018052577972412,3.990291118621826,5.044875621795654,0.7563489701009064,man
44,zwarte,7.234839916229248,6.497741222381592,1.7975187301635742,1.1134392196643206,man
45,gezel,10.641766548156738,6.258258819580078,4.094888687133789,1.700435673076044,","
46,.,2.5968129634857178,4.721643447875977,5.1819167137146,0.5499807412721708,Ċ
47,</s>,0.00041785623761825264,0.0046793799847364426,11.146171569824219,0.0892973511408024,zei
48,<s>,,,,,de
49,Aardappelen,18.70719289779663,4.982339859008789,2.7669291496276855,3.754700286848423,","
50,met,4.135656356811523,5.428150177001953,2.949749708175659,0.7618905560744281,een
51,zout,6.107129096984863,6.505496025085449,5.481870651245117,0.9387645574504285,en
52,",",2.5394349098205566,4.44490909576416,2.849203109741211,0.5713131258950936,maar
53,maar,3.2360332012176514,6.952573299407959,1.4747309684753418,0.4654439531753248,ik
54,zonder,4.967581748962402,5.105491638183594,2.8463149070739746,0.9729879316244936,zout
55,vet,5.86155366897583,5.739475250244141,3.3248491287231445,1.0212699616966718,.
56,.,1.4165992736816406,4.285763263702393,5.075782775878906,0.33053605309451145,
57,</s>,0.00012064707698300481,0.001561640645377338,12.088934898376465,0.0772566194022524,Ċ
58,<s>,,,,,de
59,Ga,8.428594589233398,8.070228576660156,3.047921657562256,1.044405930906303,je
60,dan,4.105315685272217,4.629523277282715,0.6122234463691711,0.8867685589609606,maar
61,maar,1.454938530921936,4.520195960998535,0.7942326068878174,0.32187510087516924,naar
62,zitten,3.745814323425293,4.735496520996094,3.049260377883911,0.7910077236499321,.
63,.,1.316509485244751,2.941704750061035,5.6542534828186035,0.4475328413626268,
64,</s>,0.00014628049393650144,0.0018706533592194319,11.593025207519531,0.07819754163194616,Ik
65,<s>,,,,,de
66,Nee,8.789200782775879,8.075573921203613,3.2453014850616455,1.0883685628458595,","
67,",",0.1647295206785202,0.971697986125946,4.234276294708252,0.16952749005406387,ik
68,zei,4.156266689300537,4.761305809020996,1.6632790565490723,0.8729258014525925,hij
69,hij,0.7339795827865601,3.2848610877990723,6.691694259643555,0.22344311164717842,.
70,.,0.9743969440460205,3.428330898284912,7.9211506843566895,0.2842190479727267,Ċ
71,</s>,0.00011552047362783924,0.001572147011756897,11.854484558105469,0.07347943466097578,Ik
72,<s>,,,,,de
