,Word,logWF
0,Puis,8.172213284169253
1,",",
2,ils,5.6870496966547135
3,s',5.9270438001656895
4,en,5.0717233543407865
5,furent,11.525362413877033
6,tous,6.90425956173491
7,trois,7.775858337946663
8,ensemble,8.18288716803101
9,",",
10,et,4.252446422149626
11,parvinrent,16.937008465732074
12,dans,5.271664534636561
13,un,4.318195573540433
14,pays,8.407047135038159
15,en,5.0717233543407865
16,proie,11.500016704496279
17,à,4.309728605145128
18,la,4.105901541273115
19,famine,12.236528099939658
20,et,4.252446422149626
21,à,4.309728605145128
22,la,4.105901541273115
23,guerre,8.357685902850289
24,",",
25,et,4.252446422149626
26,dont,8.328102466392638
27,le,4.19643566288779
28,roi,8.604098754423331
29,se,5.775852140716172
30,croyait,10.588743982497208
31,déjà,7.193264286351675
32,près,8.819323161949875
33,de,3.582705932005654
34,succomber,13.578370698488715
35,dans,5.271664534636561
36,ce,5.15805238864526
37,péril,11.874413432705106
38,.,
39,Le,4.19643566288779
40,prince,9.915255082696525
41,alla,12.176973569183067
42,chez,6.982138872746444
43,lui,5.973675440707936
44,aussitôt,11.113962570249056
45,et,4.252446422149626
46,lui,5.973675440707936
47,donna,11.880762660383766
48,le,4.19643566288779
49,pain,9.578018344397584
50,avec,5.500723793183068
51,lequel,9.629470861777271
52,fut,9.694926106475112
53,apaisée,14.473155225141905
54,la,4.105901541273115
55,faim,8.870094710713843
56,de,3.582705932005654
57,tout,6.4981612259932025
58,le,4.19643566288779
59,royaume,10.533434267797258
60,;,
61,ensuite,8.866727572338174
62,",",
63,il,4.22842491812731
64,lui,5.973675440707936
65,donna,11.880762660383766
66,son,6.256245152749225
67,épée,10.339180868149038
68,",",
69,et,4.252446422149626
70,le,4.19643566288779
71,roi,8.604098754423331
72,ayant,10.641742464292427
73,battu,10.534676761226933
74,l',4.714889011681107
75,armée,9.1751570584689
76,de,3.582705932005654
77,ses,7.087871507946027
78,ennemis,10.343279234541319
79,",",
80,put,12.088892101133593
81,vivre,8.331255097336356
82,désormais,10.051243204641553
83,en,5.0717233543407865
84,liberté,9.383721860131654
85,et,4.252446422149626
86,en,5.0717233543407865
87,paix,8.742364882096693
88,.,
89,Alors,6.235085094561306
90,le,4.19643566288779
91,prince,9.915255082696525
92,reprit,14.372059108270538
93,son,6.256245152749225
94,épée,10.339180868149038
95,et,4.252446422149626
96,son,6.256245152749225
97,pain,9.578018344397584
98,",",
99,et,4.252446422149626
100,les,4.6447145469286895
101,trois,7.775858337946663
102,frères,9.349444570629172
103,continuèrent,14.33431878028769
104,leur,8.092203605412537
105,route,8.688806448324128
106,.,
107,Ils,5.6870496966547135
108,passèrent,12.96201066114254
109,encore,6.647459511963294
110,par,6.249037346994601
111,deux,6.8014077097566
112,pays,8.407047135038159
113,où,6.374421846775573
114,régnaient,14.956006996865492
115,la,4.105901541273115
116,disette,16.53154335762391
117,et,4.252446422149626
118,la,4.105901541273115
119,guerre,8.357685902850289
120,",",
121,et,4.252446422149626
122,le,4.19643566288779
123,prince,9.915255082696525
124,prêta,15.278780389128542
125,à,4.309728605145128
126,chaque,8.21162293745484
127,roi,8.604098754423331
128,son,6.256245152749225
129,pain,9.578018344397584
130,et,4.252446422149626
131,son,6.256245152749225
132,épée,10.339180868149038
133,;,
134,et,4.252446422149626
135,de,3.582705932005654
136,la,4.105901541273115
137,sorte,9.129803472071808
138,il,4.22842491812731
139,sauva,14.212428962678654
140,trois,7.775858337946663
141,pays,8.407047135038159
142,.,
143,Après,7.3313880107060925
144,ces,6.609471239589202
145,aventures,11.753821406437668
146,",",
147,les,4.6447145469286895
148,voyageurs,12.17483453093432
149,se,5.775852140716172
150,mirent,13.39604914169476
151,dans,5.271664534636561
152,un,4.318195573540433
153,vaisseau,9.511799576693726
154,pour,4.853308277410842
155,traverser,10.594007152541483
156,la,4.105901541273115
157,mer,9.118075504262606
158,.,
159,Pendant,7.973144245396548
160,le,4.19643566288779
161,trajet,11.7398936046932
162,",",
163,les,4.6447145469286895
164,deux,6.8014077097566
165,aînés,13.339696205143628
166,se,5.775852140716172
167,dirent,13.217357352951383
168,entre,7.7973051733553325
169,eux,8.029971547110629
170,:,
171,--,
172,C',
173,est,3.844192855630175
174,notre,6.787696527658678
175,jeune,8.258972749199005
176,frère,7.976893829163719
177,qui,5.134219559226508
178,a,4.961779252158002
179,trouvé,7.891277441951275
180,l',4.714889011681107
181,Eau,8.04615047875747
182,de,3.582705932005654
183,la,4.105901541273115
184,vie,6.823878087935591
185,",",
186,et,4.252446422149626
187,non,5.414088116445752
188,pas,3.9096070787570265
189,nous,5.24758671127322
190,;,
191,et,4.252446422149626
192,pour,4.853308277410842
193,cela,7.518516360260918
194,",",
195,notre,6.787696527658678
196,père,6.93899513186077
197,va,5.591747498962181
198,lui,5.973675440707936
199,donner,8.265807461836488
200,le,4.19643566288779
201,royaume,10.533434267797258
202,qui,5.134219559226508
203,nous,5.24758671127322
204,appartient,10.00602506063073
205,",",
206,et,4.252446422149626
207,il,4.22842491812731
208,nous,5.24758671127322
209,prendra,10.085294577633562
210,notre,6.787696527658678
211,bonheur,9.357074312626189
212,.,
213,Ils,5.6870496966547135
214,l',4.714889011681107
215,enviaient,18.323302826851965
216,et,4.252446422149626
217,songeaient,18.323302826851965
218,aux,6.989922775728939
219,moyens,10.310290716483049
220,de,3.582705932005654
221,le,4.19643566288779
222,perdre,8.83935395215536
223,.,
224,Ils,5.6870496966547135
225,attendirent,16.713864914417865
226,qu',
227,il,4.22842491812731
228,fût,12.00073758692468
229,bien,5.372017254791852
230,endormi,11.166346462236328
231,",",
232,ôtèrent,inf
233,l',4.714889011681107
234,Eau,8.04615047875747
235,de,3.582705932005654
236,la,4.105901541273115
237,vie,6.823878087935591
238,du,5.329978092460039
239,gobelet,12.925140125334211
240,pour,4.853308277410842
241,se,5.775852140716172
242,l',4.714889011681107
243,approprier,13.455768376396383
244,",",
245,et,4.252446422149626
246,y,5.3409949349023496
247,remirent,16.937008465732074
248,de,3.582705932005654
249,l',4.714889011681107
250,eau,8.04615047875747
251,de,3.582705932005654
252,mer,9.118075504262606
253,salée,12.88522351792877
254,et,4.252446422149626
255,âcre,14.516640337081643
256,.,
257,Lorsqu,16.937008465732074
258,',
259,ils,5.6870496966547135
260,furent,11.525362413877033
261,de,3.582705932005654
262,retour,8.790734038671419
263,chez,6.982138872746444
264,eux,8.029971547110629
265,",",
266,le,4.19643566288779
267,jeune,8.258972749199005
268,fils,7.5440340857798915
269,du,5.329978092460039
270,roi,8.604098754423331
271,apporta,13.790703333698708
272,son,6.256245152749225
273,gobelet,12.925140125334211
274,au,5.491893535769836
275,prince,9.915255082696525
276,malade,8.724304465083998
277,",",
278,pour,4.853308277410842
279,qu',
280,il,4.22842491812731
281,y,5.3409949349023496
282,bût,18.323302826851965
283,et,4.252446422149626
284,recouvrât,inf
285,la,4.105901541273115
286,santé,9.234226542368821
287,.,
288,Mais,5.165755720113154
289,à,4.309728605145128
290,peine,8.453268650575055
291,le,4.19643566288779
292,roi,8.604098754423331
293,eût,11.864964543507176
294,-il,
295,pris,7.792273850853885
296,une,4.742521424886799
297,gorgée,12.114712800755337
298,de,3.582705932005654
299,cette,6.167329451997352
300,eau,8.04615047875747
301,de,3.582705932005654
302,mer,9.118075504262606
303,",",
304,qu',
305,il,4.22842491812731
306,devint,11.777953166517545
307,encore,6.647459511963294
308,plus,5.408591121993928
309,malade,8.724304465083998
310,qu',
311,auparavant,11.07124887499915
312,.,
313,Et,4.252446422149626
314,",",
315,comme,5.9661929145676025
316,il,4.22842491812731
317,s',5.9270438001656895
318,en,5.0717233543407865
319,désespérait,16.53154335762391
320,",",
321,les,4.6447145469286895
322,fils,7.5440340857798915
323,aînés,13.339696205143628
324,allèrent,14.585633208568597
325,le,4.19643566288779
326,trouver,7.934492090962269
327,",",
328,et,4.252446422149626
329,accusèrent,18.323302826851965
330,leur,8.092203605412537
331,frère,7.976893829163719
332,d',4.832866114689927
333,avoir,7.204546510248049
334,voulu,8.700587938466683
335,l',4.714889011681107
336,empoisonner,12.445567045072327
337,;,
338,ils,5.6870496966547135
339,ajoutèrent,15.027465960847636
340,qu',
341,ils,5.6870496966547135
342,avaient,9.722320109706045
343,rapporté,11.568698727364001
344,la,4.105901541273115
345,véritable,10.430477300600847
