,token,surprisal,entropy,KL,PE,predictions
0,<s>,,,,,De
1,Goddank,12.705645561218262,6.22850227355957,1.4712743759155273,2.0399198720942304,","
2,",",1.938177227973938,5.122119903564453,1.4284237623214722,0.3783935683788214,dat
3,zei,6.0620903968811035,6.295915603637695,0.9894735217094421,0.9628608098524238,hij
4,het,3.9366018772125244,5.677813529968262,3.389840602874756,0.6933306027812663,meisje
5,eendje,12.808452039957047,1.1934192180633545,2.1342427730560303,10.73256727065467,","
6,met,3.824780225753784,4.452695369720459,3.238398551940918,0.8589808886912254,een
7,een,1.4525868892669678,4.458090305328369,2.231213092803955,0.32583164309857443,knipoog
8,zucht,4.161761283874512,7.222076892852783,5.957881927490234,0.5762554657917218,.
9,.,1.3066493272781372,2.898961067199707,4.64475154876709,0.4507302088538615,Ċ
10,</s>,4.174625873565674,1.0503559112548828,11.863143920898438,3.974486960879916,<unk>
11,<s>,,,,,de
12,Ik,6.49616813659668,8.034723281860352,4.470066070556641,0.8085117444259466,ben
13,ben,1.9641450643539429,4.454580783843994,5.050522327423096,0.4409270276290785,een
14,zo,3.1203770637512207,5.285083293914795,1.6096880435943604,0.5904120881773045,blij
15,lelijk,7.617027282714844,4.663888931274414,3.490394353866577,1.6331922554239473,","
16,",",1.767966866493225,3.8180184364318848,4.3851799964904785,0.4630587557208006,dacht
17,dat,3.6180801391601562,4.928861141204834,1.6808913946151733,0.7340600669216126,ik
18,de,3.9450438022613525,2.977482795715332,4.4814772605896,1.324959394539026,eend
19,hond,4.304823875427246,7.537222385406494,3.9858083724975586,0.5711419479624495,me
20,mij,3.005462646484375,5.329709053039551,0.7400355339050293,0.5639074509649545,niet
21,zelfs,5.97354793548584,5.6531901359558105,0.3837224543094635,1.056668498993598,niet
22,niet,2.0640852451324463,5.358412265777588,1.9374165534973145,0.38520463576777736,meer
23,wil,4.212372779846191,4.797666549682617,5.033755779266357,0.8780044916053732,aaien
24,bijten,5.025130271911621,4.717371940612793,2.8015167713165283,1.0652393610623059,.
25,.,0.9009519815444946,2.284783363342285,4.092647552490234,0.39432709288750295,Ċ
26,</s>,0.01055456418544054,0.07348768413066864,6.5071916580200195,0.14362357870297618,Ċ
27,<s>,,,,,de
28,En,6.186583042144775,8.037315368652344,2.392618179321289,0.7697325236575991,ik
29,zo,4.023706436157227,4.618402481079102,3.100637912750244,0.8712333870081148,'
30,bleef,7.15133810043335,6.292177200317383,4.133469581604004,1.1365442950450648,ik
31,het,1.5928560495376587,2.6401185989379883,3.9044687747955322,0.6033274604324212,.
32,roerloos,10.035179138183594,5.954363822937012,2.721851348876953,1.6853486680687417,zitten
33,liggen,1.5862715244293213,3.396815776824951,1.606281042098999,0.466987799353673,.
34,",",1.5650116205215454,2.7520222663879395,2.6413559913635254,0.5686769469985579,en
35,terwijl,3.509474515914917,5.410444259643555,1.9038389921188354,0.6486481234252887,ik
36,de,1.8678086996078491,3.029348134994507,5.384092330932617,0.6165711619708694,hond
37,hagel,9.167890548706055,6.218112945556641,9.697317123413086,1.4743846933911477,bui
38,door,5.404384136199951,4.2145915031433105,3.8066420555114746,1.2823031917017993,de
39,het,1.7132296562194824,2.1523070335388184,5.664836883544922,0.7959968673254736,raam
40,riet,5.076629161834717,5.533712387084961,4.88681697845459,0.9174002562335869,dwarr
41,snorde,12.778795957565308,3.608840227127075,10.614447593688965,3.5409702711439373,.
42,en,1.3324581384658813,2.4390997886657715,3.379255533218384,0.54629094908608,de
43,er,4.0160651206970215,4.430187702178955,1.3529548645019531,0.9065225653354935,een
44,schot,10.218685150146484,5.7781572341918945,4.695542812347412,1.7685024370188536,elde
45,op,4.14783239364624,4.563758850097656,4.410379886627197,0.9088631827155994,de
46,schot,7.624417304992676,3.056859016418457,3.0648269653320312,2.4941998515606256,neer
47,knalde,4.353383541107178,4.621281623840332,3.7773146629333496,0.9420294834768091,.
48,.,0.309883713722229,1.4072186946868896,7.400685787200928,0.220210060378127,Ċ
49,</s>,0.00024339537776540965,0.0028138067573308945,11.019784927368164,0.08650038853282459,Ik
50,<s>,,,,,de
51,Eerst,9.586541175842285,8.015249252319336,2.716701030731201,1.196037811683557,dacht
52,laat,7.549907207489014,5.442996025085449,3.2901580333709717,1.3870866656329202,ik
53,op,7.912630081176758,2.1940014362335205,2.582834005355835,3.6064835466837724,de
54,de,1.9991861581802368,4.852700710296631,4.210690021514893,0.41197392494004287,grond
55,dag,3.5593183040618896,6.699103355407715,4.834837913513184,0.531312642189451,dat
56,werd,7.457035541534424,4.742928981781006,1.9787638187408447,1.5722427154568632,ik
57,het,1.4827479124069214,3.418161153793335,3.376549005508423,0.4337852563684508,stil
58,stil,2.3782572746276855,6.364617347717285,4.573564529418945,0.37366854041597086,.
59,.,0.9137163162231445,2.223222017288208,7.788315773010254,0.41098743585566727,Ċ
60,</s>,0.0004639509425032884,0.005143906455487013,10.355216026306152,0.09019428065383872,Ik
61,<s>,,,,,de
62,Maar,6.7448577880859375,8.043685913085938,2.534708023071289,0.8385282395366792,toen
63,het,2.3375322818756104,4.365931510925293,5.093505859375,0.5354028747418912,was
64,arme,6.738681316375732,5.246481895446777,2.0027382373809814,1.2844190546476446,beest
65,eendje,3.828791793435812,0.46956270933151245,3.5793657302856445,8.153952001185587,was
66,durfde,6.630759239196777,5.398076057434082,4.002408504486084,1.2283560232659334,niet
67,nog,3.7899887561798096,3.9420065879821777,1.77717924118042,0.9614364338543172,niet
68,niet,1.632903814315796,3.6535792350769043,1.6535165309906006,0.44693264036503777,te
69,opstaan,6.44367790222168,4.111383438110352,2.5082664489746094,1.567277292235064,.
70,.,0.6450638175010681,1.9736039638519287,7.751423358917236,0.32684562319285276,Ċ
71,</s>,0.00030343368416652083,0.0035100148525089025,10.788844108581543,0.08644797726415068,Ik
72,<s>,,,,,de
