,token,surprisal,entropy,KL,PE,predictions
0,<s>,,,,,De
1,Toen,8.404338836669922,7.5221967697143555,4.8769989013671875,1.117271868040892,ik
2,hij,3.1255674362182617,5.4449238777160645,2.1094889640808105,0.5740332659213073,in
3,aan,4.716287136077881,5.532566070556641,2.084296941757202,0.8524592523489498,de
4,het,1.370051622390747,3.013563871383667,5.934468746185303,0.45462836723009054,eind
5,kasteel,9.2361478805542,5.004937171936035,5.484602928161621,1.8454073574277108,van
6,kwam,2.6685640811920166,4.885749340057373,2.420991897583008,0.5461934076955082,","
7,",",0.9703047275543213,3.994985342025757,1.1230090856552124,0.24288067276419695,was
8,ging,3.6061453819274902,5.13303279876709,4.216121673583984,0.7025369841380431,hij
9,het,2.6157724857330322,3.1219215393066406,3.663388252258301,0.8378725899415074,om
10,alles,6.893382549285889,6.185997486114502,1.1592986583709717,1.1143526270030386,goed
11,zoals,6.8228254318237305,4.645852088928223,5.058636665344238,1.468584298687332,hij
12,de,3.6474297046661377,4.054233074188232,5.01052188873291,0.8996595997126909,meeste
13,vos,7.723214626312256,6.443706035614014,4.329483509063721,1.1985671884512528,het
14,gezegd,6.237600326538086,4.506628036499023,3.044571876525879,1.3840947768531102,:
15,had,3.7652711868286133,1.9475078582763672,0.1771353781223297,1.9333792009245339,.
16,.,0.767034649848938,1.7163333892822266,7.447289943695068,0.446903063611501,Ċ
17,</s>,6.55745792388916,0.946791410446167,13.897923469543457,6.92597952573209,<unk>
18,<s>,,,,,de
19,Hij,6.832320213317871,8.091070175170898,3.4907586574554443,0.8444272593610967,was
20,vond,6.1027421951293945,4.967981815338135,6.518350601196289,1.228414761158707,het
21,het,0.8806113600730896,3.3941810131073,3.584744930267334,0.25944737675228136,heerlijk
22,vertrek,9.18623161315918,5.450662612915039,1.96187424659729,1.6853421804888307,van
23,waar,5.1050543785095215,4.679564476013184,5.774517059326172,1.0909251073849588,hij
24,de,2.3097481727600098,3.6608211994171143,4.632761478424072,0.6309371714542557,koning
25,gouden,7.759573936462402,7.1793718338012695,1.9041272401809692,1.080815162676138,koets
26,vogel,4.7489447593688965,6.417534351348877,4.558322906494141,0.7399952223661622,was
27,in,3.490241050720215,5.487697601318359,2.0602192878723145,0.6360119132442215,het
28,een,3.6822352409362793,3.5946297645568848,4.291532516479492,1.024371209865112,boom
29,houten,6.294815540313721,6.5546040534973145,1.7386902570724487,0.9603654910253535,kist
30,kooi,1.9622379541397095,4.727446556091309,7.792715549468994,0.41507353512254275,zat
31,zat,1.3749126195907593,3.561506748199463,3.713654041290283,0.38604801753804147,","
32,.,1.4358570575714111,3.3095920085906982,7.705196857452393,0.4338471490879725,Ċ
33,</s>,0.005452390294522047,0.04358435794711113,7.4926910400390625,0.12509970437418005,Hij
34,<s>,,,,,de
35,En,6.089925289154053,8.053095817565918,2.464224100112915,0.7562216353952136,dat
36,de,3.294917583465576,4.694082260131836,5.1565961837768555,0.7019300900306413,man
37,gouden,4.850741386413574,7.444170951843262,2.5769124031066895,0.6516160654817411,vogel
38,kooi,2.832839012145996,3.0288589000701904,4.489525318145752,0.9352825950658673,was
39,stond,4.258228302001953,4.438246726989746,3.0369338989257812,0.9594392930223843,op
40,ernaast.,5.897378206253052,2.384319543838501,5.692052841186523,2.4734009422071424,Ċ
41,</s>,0.00012470068759284914,0.0014896995853632689,11.882610321044922,0.08370861401726201,Hij
42,<s>,,,,,de
43,De,4.433994293212891,8.05575180053711,3.3775579929351807,0.5504134689101591,gouden
44,drie,6.016660690307617,6.953362464904785,1.9997440576553345,0.8652879410033755,mannen
45,gouden,4.595887184143066,6.524762153625488,1.8436353206634521,0.7043762019109553,leeuwen
46,appels,5.399485111236572,5.488293647766113,4.582118034362793,0.9838185523171326,waren
47,lagen,3.7547030448913574,4.7831573486328125,2.3232626914978027,0.7849842209277472,in
48,verspreid,4.941061973571777,4.302038669586182,3.574418067932129,1.1485396466803643,over
49,in,2.854064702987671,1.3397414684295654,6.880284309387207,2.130310041334455,de
50,de,1.0210031270980835,2.145655632019043,4.639255046844482,0.475846688472245,grond
51,kamer,3.8001983165740967,6.141195297241211,6.93638801574707,0.6188043422558549,.
52,.,0.8434321880340576,2.479187488555908,6.988964080810547,0.34020508409605804,Ċ
53,</s>,6.461352313635871e-05,0.0008329747943207622,12.758455276489258,0.07756960183776859,De
54,<s>,,,,,de
55,Maar,6.767219066619873,8.051813125610352,2.101958751678467,0.8404590321520778,het
56,hij,2.6227211952209473,4.68681001663208,4.955801486968994,0.5595962255593245,had
57,dacht,4.457571983337402,4.575746536254883,5.967622756958008,0.9741737108947903,dat
58,",",4.066556930541992,3.633427858352661,2.2298169136047363,1.1192067350927686,dat
59,het,3.462388277053833,4.537884712219238,4.058753490447998,0.7629960866415584,was
60,was,1.019975185394287,4.293051719665527,3.6954896450042725,0.23758744408365842,een
61,toch,4.140678882598877,4.9866204261779785,0.27603816986083984,0.8303577430641782,een
62,te,5.2474684715271,4.332378387451172,5.3747453689575195,1.2112211820478345,laat
63,mal,9.990082740783691,3.6321513652801514,8.510618209838867,2.7504588152022533,?
64,om,2.7445027828216553,2.9959969520568848,3.8477110862731934,0.916056600437271,een
65,die,3.3631327152252197,4.453554630279541,3.7604050636291504,0.7551569463994927,appels
